documento,nombre,grupo,profesor
170951,Mario Hernandes Zepeda,6C,Profe Laura
114518,Sofía Briseño del Río,6A,Profe Laura
793491,Cynthia Pabón,6C,Profe Ana
382030,Dr. Oswaldo Nájera,7B,Profe Ana
162931,Pablo Gloria Alba Chávez,6B,Profe Laura
489448,Luis Miguel Gaona Longoria,7C,Profe Juan
237046,Juan Carlos Mota Galindo,6C,Profe Carlos
722512,Emiliano Rufino Sierra,6A,Profe Carlos
744917,Perla Aponte,7B,Profe Ana
860788,Mtro. Alvaro Portillo,7A,Profe Ana
222988,Abril García,6A,Profe Ana
813441,Verónica Urrutia,6A,Profe Carlos
336206,Gilberto Rael León,6B,Profe Laura
918540,Rosa Flavio Melgar,7B,Profe Carlos
768436,Virginia Cynthia Zelaya Huerta,6B,Profe Laura
343597,Marisol Cabrera Flores,6B,Profe Laura
596708,Alicia Maldonado Sosa,7A,Profe Carlos
449275,Elisa Escamilla,6B,Profe Ana
686947,Teodoro Cervantes García,7C,Profe Juan
614478,Agustín Noelia Cedillo,7A,Profe Carlos
314243,Catalina Rocío Méndez,6A,Profe Juan
346455,Silvano Antonio Segura,7C,Profe Laura
780869,Amador Aldo Gálvez Roque,6B,Profe Carlos
831676,Samuel Loya Amaya,7A,Profe Juan
893686,Gabino Darío Garza,7A,Profe Juan
570239,Mauricio Gallardo,6B,Profe Laura
670065,Alta  Gracia Rosario Nevárez,6A,Profe Laura
915071,Lic. Bianca Armendáriz,6A,Profe Carlos
364819,Ing. Abraham Parra,7B,Profe Laura
889783,Eugenia Felipe Venegas,7A,Profe Juan
263749,Nadia Córdova Partida,7A,Profe Laura
720976,Javier Araceli Casárez Vega,7C,Profe Ana
452808,Berta Gallardo,6B,Profe Ana
401819,Daniela César Villanueva Casárez,6C,Profe Ana
932933,Mtro. Marisela Fonseca,6A,Profe Carlos
550666,Sr(a). Augusto Quintero,6B,Profe Juan
236929,Pamela Leonel Rosales,6A,Profe Laura
945827,Marisol Alonso Rascón,7A,Profe Juan
161960,Carlota Karina Baeza,7C,Profe Juan
688509,Ángel Evelio Santiago de la Rosa,6B,Profe Laura
256697,Lic. César Valle,6C,Profe Ana
850265,Ing. Úrsula Paredes,6C,Profe Laura
320035,Esparta Inés Granados,7A,Profe Juan
532090,Mtro. Rodrigo Vázquez,7C,Profe Laura
865004,Aida Delia Cadena,7A,Profe Juan
314161,Cornelio Ariadna Bermúdez,6B,Profe Laura
154849,Socorro de Jesús,6C,Profe Laura
627157,Lucas Gamboa Salcedo,7C,Profe Laura
303050,Lic. Anel Arriaga,6B,Profe Laura
131353,José Eduardo Muñoz Salinas,6C,Profe Carlos
244205,Dulce Judith Avilés,6C,Profe Laura
671734,Elias Pilar Corrales Rael,7B,Profe Ana
523994,José Luis Rosario Alcala Camacho,6C,Profe Juan
643150,Ing. Paulina Tovar,6A,Profe Carlos
967911,José María Héctor Manzanares,6C,Profe Laura
254122,Jacinto Baeza,7A,Profe Juan
826544,Hugo Teodoro Macías,6B,Profe Laura
427496,Úrsula Pascual Roybal Acuña,7A,Profe Juan
819343,Alfonso Vargas Arroyo,6C,Profe Carlos
975559,Juana Soria Nazario,7B,Profe Juan
187671,Dr. Norma Benítez,7A,Profe Laura
253006,Javier Amador Linares Gálvez,7C,Profe Juan
592918,Roberto Gustavo Quiñones,6C,Profe Laura
108350,Mateo Saldivar,7B,Profe Laura
322466,Claudia Pacheco Campos,6A,Profe Carlos
751808,Dr. Zeferino Juárez,7B,Profe Juan
469522,Óliver Patiño Ledesma,7A,Profe Ana
540284,Samuel Laboy Santana,7C,Profe Juan
523300,Cornelio Mario Piña,6C,Profe Laura
919692,Sr(a). Alfredo Magaña,6B,Profe Juan
539603,Minerva Olivárez,7A,Profe Carlos
726994,María Luisa Indira Padrón de la Fuente,6B,Profe Ana
641120,Teodoro Elsa Alvarado,6C,Profe Laura
165144,Indira Fernández Ávalos,7B,Profe Laura
908814,Mateo Muñoz,7C,Profe Juan
530201,Gabriel Leonor Soria Tejada,6A,Profe Carlos
421894,Salma Gollum Córdova,6A,Profe Juan
889955,Dr. Carmen Vásquez,7C,Profe Laura
569722,Sr(a). Alonso Coronado,7B,Profe Juan
969681,Pablo Leonor Márquez Bueno,6A,Profe Juan
114509,Perla Mónica Yáñez,6C,Profe Carlos
876654,María Cristina Caridad Torres Paz,7B,Profe Juan
535265,Nelly Socorro Sevilla Bravo,7B,Profe Juan
148328,Elsa Miguel Ángel Arreola Segovia,7B,Profe Laura
820716,Alta  Gracia Germán Barrios Paredes,7B,Profe Laura
246639,Luisa Molina Cano,7A,Profe Ana
231305,Gerardo Quezada,6B,Profe Carlos
116226,María Luisa Hugo Saldaña Villagómez,7C,Profe Laura
809022,Abelardo Sierra de la O,7B,Profe Carlos
798287,Alicia Gaona Naranjo,6C,Profe Ana
190375,Karla Esparta Galván Otero,7A,Profe Laura
202387,Margarita Medina Carranza,6C,Profe Juan
549372,Margarita Tomás Ferrer,6C,Profe Carlos
272197,Dr. Cristal Zelaya,6B,Profe Ana
204282,Agustín Valdés,6B,Profe Juan
830196,Arcelia Francisco Javier Archuleta,6A,Profe Carlos
221197,Susana Guillermo Gamez,6A,Profe Laura
332769,Patricia Helena Tovar Lozano,7C,Profe Juan
105417,Noelia Pilar Nájera,7A,Profe Ana
336202,Dr. Gilberto Pelayo,7A,Profe Laura
139213,Pablo Marín,6A,Profe Laura
816891,Sr(a). Alejandra Vera,7C,Profe Laura
449791,Julia Alejandra Barreto Carvajal,6A,Profe Juan
795322,Magdalena Ariadna Enríquez Olivárez,6A,Profe Carlos
292417,Sr(a). Alejandra Ávila,6C,Profe Juan
619836,Genaro Jasso Alemán,6B,Profe Juan
580727,Mario Quintero Palomino,6B,Profe Laura
926742,Adela Porras,7C,Profe Laura
792198,Aurora Luz Leyva,7C,Profe Laura
976326,Nancy Indira Meléndez,7C,Profe Carlos
857075,Irma Israel Macías,7A,Profe Juan
927467,Laura Isabel Chapa,7B,Profe Carlos
146806,Adriana Paz Girón,7B,Profe Juan
695194,Sr(a). Patricio Calvillo,7A,Profe Laura
518441,Lilia de Anda Téllez,6A,Profe Laura
507282,Mariano Carrera Garay,7A,Profe Juan
880837,Camilo Ocasio Alejandro,7B,Profe Laura
343375,Gabino Karla Jaimes,7A,Profe Laura
450485,Patricio Garica,7B,Profe Laura
653468,Lucía Parra,7B,Profe Carlos
493886,Victoria Zapata,7B,Profe Laura
752747,Lic. Abraham Covarrubias,6A,Profe Laura
507338,Yuridia Alberto Jasso,7C,Profe Laura
576114,Roberto Hidalgo Jiménez,7A,Profe Carlos
721171,Sr(a). Amalia Figueroa,7B,Profe Ana
223020,Timoteo Benjamín Medrano,6C,Profe Laura
465614,Fernando Mercedes Hurtado,6B,Profe Carlos
975403,Miguel Ángel Guerrero Pedroza,6A,Profe Ana
909488,Sr(a). Minerva de la O,7B,Profe Ana
361165,Alfonso Fernando Espinal,6C,Profe Laura
527418,Lic. Rosario Vallejo,6B,Profe Carlos
800069,Yuridia Burgos,7A,Profe Juan
301108,Ing. Juana Urbina,7C,Profe Laura
380680,Ana María Navarro,6C,Profe Laura
657245,Tania de la Rosa,6B,Profe Laura
402255,Indira Córdova,7B,Profe Ana
232385,Sr(a). Mauricio Lozano,6B,Profe Laura
591301,Gloria María Luisa Rincón Arenas,6B,Profe Juan
138109,Pamela Ángel Fajardo,7C,Profe Juan
888459,Delia Jorge Luis Parra Lucero,6C,Profe Carlos
257730,Sr(a). Irene Maldonado,7A,Profe Laura
650983,Claudia Amelia Meza Pedraza,7A,Profe Juan
415563,Germán Salinas,7B,Profe Ana
203344,Zacarías Gilberto Castro,6C,Profe Ana
244812,Jorge Luis Jimínez Monroy,6A,Profe Laura
286747,Alma Julio Paredes,7A,Profe Laura
431689,Eric Ferrer Zavala,6B,Profe Laura
310218,Guillermo Clemente Franco Blanco,7A,Profe Carlos
627721,Celia del Valle Olivera,7A,Profe Ana
193527,Daniela Rangel,7B,Profe Juan
191889,Lic. Graciela Bahena,7C,Profe Laura
831404,Lic. Amalia Valadez,6B,Profe Laura
624118,Gustavo Francisco Hidalgo,7A,Profe Juan
865391,Ing. Elvira Rojas,7A,Profe Carlos
425190,Cynthia Ríos Flores,6A,Profe Laura
729240,Joaquín Cortés,7C,Profe Juan
437764,Gerónimo Negrete,7B,Profe Carlos
280550,Mtro. Lourdes Becerra,7A,Profe Juan
587510,Benjamín Trinidad Lerma Mesa,7B,Profe Ana
177750,Horacio Alvaro Limón,6C,Profe Ana
526003,Ricardo Rolando Mata,7A,Profe Juan
911392,Sr(a). Cristal Soria,7A,Profe Juan
336981,Andrea Caridad Ochoa,7A,Profe Laura
882319,Dr. Lucas de la Fuente,7B,Profe Laura
221342,Luis del Valle Yáñez,7B,Profe Ana
968351,Jacinto Carla Olivas,7A,Profe Carlos
583894,Leonel Barela Peralta,6A,Profe Carlos
403313,Lic. Gregorio Herrera,6C,Profe Laura
885901,Eloisa Rodríguez,7B,Profe Ana
470737,Patricia Arevalo Terán,6A,Profe Ana
882569,Sr(a). Horacio Alemán,7B,Profe Juan
116956,Ing. Teresa de León,7B,Profe Juan
950713,Guillermo Renato Valadez,7C,Profe Carlos
466004,Ing. María Elena Archuleta,7B,Profe Laura
691438,Mtro. Modesto Pineda,6C,Profe Juan
102348,Lic. Gloria Fuentes,7A,Profe Laura
930994,Lic. Antonio Valdivia,6A,Profe Laura
112365,Mitzy Menéndez,6A,Profe Ana
162939,Rubén Antonio Espinal,7A,Profe Laura
615223,Aldo Mireles Mascareñas,6A,Profe Laura
490460,Paulina Ledesma,6B,Profe Ana
330780,Mtro. Eric Olivares,6B,Profe Ana
714600,Aurora Espinoza,6B,Profe Carlos
253032,Mtro. Julio Batista,7A,Profe Carlos
724935,Víctor Véliz,7B,Profe Juan
459011,Eugenio Diana Maldonado Ocampo,6B,Profe Ana
878438,Dr. Mauro Arroyo,6A,Profe Ana
885640,Sergio Óliver Roldán Rico,7B,Profe Juan
113475,Lic. Amador Alejandro,6B,Profe Laura
620041,Angélica Gurule,6C,Profe Ana
124538,Camilo Emilio Paz Arce,7B,Profe Ana
152631,Emilia Mata Benavídez,7C,Profe Ana
656665,Mauro Valles Madera,6A,Profe Carlos
315050,María Elena Olga Ochoa Carrera,7B,Profe Laura
681516,José Carlos Yolanda Valladares,7A,Profe Juan
922164,Ing. Abelardo Alemán,7A,Profe Laura
772250,Marcela Ernesto Echeverría,6A,Profe Carlos
685667,Sofía Antonia Montez,6B,Profe Carlos
104638,Mtro. Elvira Acosta,6A,Profe Ana
257430,Alberto Miguel Hinojosa Ballesteros,7A,Profe Laura
319315,Sr(a). Marisela Montalvo,6A,Profe Ana
761382,Benjamín Perea Alarcón,6C,Profe Ana
941470,Oswaldo Jimínez,7B,Profe Juan
808702,Camilo Estévez Cano,7B,Profe Carlos
451821,Mtro. Rolando Espinosa,7A,Profe Juan
776732,Dr. Esteban Frías,6C,Profe Ana
406949,Beatriz Godínez Terrazas,7A,Profe Juan
815259,Paola Mario Prieto,7B,Profe Laura
699281,Alfredo Zamudio Santiago,7C,Profe Carlos
300469,Sr(a). Daniel Quezada,7A,Profe Carlos
861735,Sr(a). José Manuél Grijalva,6B,Profe Carlos
564686,Bernardo Salgado Quiñones,6B,Profe Laura
705562,Dr. Carolina Ojeda,7A,Profe Laura
471662,Violeta Aida Lozano Miranda,6C,Profe Laura
374965,Sara Valentín Casillas,7B,Profe Ana
614252,Carlota Rojas,6B,Profe Ana
740013,Sr(a). Armando Méndez,7B,Profe Ana
392083,Modesto Luis Salgado Gaitán,6A,Profe Juan
292642,Darío María Camarillo de la Torre,7B,Profe Juan
408876,Cristina Fabiola Razo,6B,Profe Juan
326301,Homero Carrero,6B,Profe Juan
370129,Francisca Florencia Robles,7C,Profe Carlos
673375,Yeni Anel Varela,7A,Profe Juan
569137,Hilda Natividad Mercado,7B,Profe Juan
934520,Virginia Lorena Concepción Cervantes,6A,Profe Laura
585551,Darío Madrigal,7A,Profe Laura
770433,Mtro. Alberto Olivas,7A,Profe Carlos
883059,Ricardo Valle,7B,Profe Juan
185948,Mtro. Alejandro Lozano,7C,Profe Juan
865828,María del Carmen Clemente Baeza,7B,Profe Laura
238813,Caridad Cecilia Villegas Ibarra,6B,Profe Carlos
254423,Conchita Carvajal,7A,Profe Carlos
814505,Serafín Pablo Rincón Tamez,6B,Profe Ana
940193,Lic. Ilse Bustos,7A,Profe Laura
145979,José Emilio Echeverría Salcedo,7C,Profe Juan
883104,Samuel Reynoso,7B,Profe Carlos
132111,José Manuél Gurule Sanabria,7A,Profe Ana
443463,Natividad Verduzco,6C,Profe Carlos
965724,Luis Miguel Salazar Maestas,6B,Profe Ana
655756,Marisol Liliana Barela Uribe,6A,Profe Juan
433657,Teodoro Sandra Ybarra Quintero,7C,Profe Juan
288764,Dr. Benito Soria,6B,Profe Carlos
663289,Genaro Joaquín Maya Pantoja,6A,Profe Ana
827128,Martín Trujillo Montaño,6A,Profe Carlos
123882,Diana Madera,6C,Profe Ana
560200,Benito Zarate,6C,Profe Laura
993117,Angélica Moya,7B,Profe Laura
817160,Elias Uribe Rael,7B,Profe Juan
520248,Juana Alvarado,7A,Profe Ana
668394,Dr. Bernabé Collazo,6A,Profe Juan
889803,Rubén Julio Robledo,6A,Profe Carlos
600254,Mitzy Pantoja,7C,Profe Juan
592055,Sr(a). Ana Lozano,6A,Profe Juan
687677,Dr. Eva Gamboa,6B,Profe Ana
443835,Tania Olivera,7B,Profe Juan
367039,Mtro. Úrsula Rico,6A,Profe Carlos
942511,José Luis Ramón Botello,6B,Profe Laura
140108,Leticia Natividad Ochoa Piña,6A,Profe Carlos
149115,Reynaldo Irma Bahena,7B,Profe Laura
501013,Ing. Isabel Tovar,6B,Profe Laura
536361,Mtro. Estefanía Leyva,6B,Profe Juan
265615,Perla Agustín Ceballos,6A,Profe Laura
965482,Andrea Elvia Cedillo Amaya,6B,Profe Juan
521849,Serafín Carmen Lebrón Granado,7B,Profe Carlos
211835,Juan Carlos Marco Antonio Gutiérrez,6B,Profe Carlos
185521,Francisco Javier Nicolás Valladares,6B,Profe Juan
369271,Sr(a). Abril Zamudio,6C,Profe Laura
537248,Mtro. Lorenzo Bermúdez,6A,Profe Ana
165399,Asunción Bianca Guajardo,6A,Profe Ana
782485,Ing. Santiago Salas,7B,Profe Ana
855216,Rebeca Fernando Chapa Herrera,6C,Profe Carlos
191258,Diana Alejandro Elizondo,6A,Profe Carlos
861338,Aurelio Bruno Calvillo Sotelo,6B,Profe Laura
899629,José Luis Cristina Tejada,7C,Profe Laura
968428,Jorge Agustín Ulibarri,6C,Profe Carlos
506886,Rubén Liliana Chávez Gallardo,7A,Profe Juan
215737,Dr. María del Carmen Colón,6A,Profe Carlos
543632,Santiago Berta Rael Robles,7B,Profe Carlos
210360,Eloisa Clemente Armendáriz,6A,Profe Laura
501818,Lic. Eva Pizarro,7C,Profe Ana
498370,Judith María Eugenia Pacheco,6C,Profe Laura
940908,Felix Corral,6B,Profe Ana
308918,Jorge Luis Adalberto Cardona,6C,Profe Juan
777423,Andrés Aldonza Preciado Nájera,7C,Profe Laura
288543,Martha Lucía Valdez,6C,Profe Ana
313979,Ing. Porfirio Segura,7C,Profe Juan
723182,Marisol Roldán Jasso,7C,Profe Ana
778809,Abril Montes Jaime,7C,Profe Ana
845112,Reynaldo Espartaco Contreras Zamudio,6B,Profe Ana
116437,José Luis Homero Calvillo Sosa,7C,Profe Laura
128388,José Carlos Luis Miguel Véliz,6B,Profe Ana
658566,Itzel Arcelia Tamayo Valenzuela,7A,Profe Laura
971653,Lucas Mireles,6B,Profe Juan
660836,Ernesto Candelaria Santiago,6A,Profe Ana
698468,Claudia Carla Blanco,7B,Profe Carlos
173929,Juan Salma Ponce Almaraz,6C,Profe Juan
397877,José Carlos Violeta Verdugo Cardona,6B,Profe Carlos
303121,Elvira Escalante,6A,Profe Juan
492842,Pilar Rosario,7A,Profe Laura
567439,Mtro. Natividad Rodríguez,7B,Profe Juan
510075,Jorge Luis Padrón,6B,Profe Ana
847698,Guillermo Sotelo,7B,Profe Juan
439273,Graciela Noemí Galindo Riojas,7C,Profe Carlos
234943,Clara Gamez Rosales,7C,Profe Juan
341187,Mtro. Teodoro Hernández,7C,Profe Juan
235570,Yeni Calvillo,6A,Profe Ana
439438,Marcela Valentín Limón,6B,Profe Laura
506945,Manuel Alejandro Longoria Zayas,7B,Profe Laura
618300,César Frida Esquivel,6A,Profe Carlos
796661,Mtro. Humberto Rodríquez,6A,Profe Laura
923560,Iván Catalina Velasco Casillas,6C,Profe Ana
183757,Alfonso Reina Candelaria,6C,Profe Juan
299695,Víctor Cantú Lovato,6B,Profe Ana
594752,Araceli Alcaraz Guajardo,7B,Profe Ana
867653,Celia Marcela Castillo Osorio,6C,Profe Laura
834614,Amalia Beltrán Abrego,6A,Profe Laura
675690,Iván Limón,6C,Profe Laura
697833,Irma Manzanares Meraz,6C,Profe Ana
447690,Lic. Yeni de la O,7C,Profe Carlos
936830,Zacarías Mauro Bustamante Amador,7A,Profe Carlos
816448,Mtro. Rafaél Marín,7C,Profe Juan
599621,Delia Adame Heredia,7B,Profe Ana
203784,Lic. Caridad Ureña,7A,Profe Carlos
839703,Esteban Treviño,6B,Profe Ana
332213,Rufino Olivia Longoria,6A,Profe Carlos
591413,Diego Vallejo Puente,6B,Profe Ana
135128,Pamela Rojo,6C,Profe Ana
998305,Guillermina Verdugo,7A,Profe Carlos
917697,Lic. Marisol Zúñiga,7A,Profe Laura
116285,Ing. Gonzalo Cervántez,7B,Profe Juan
124621,Estefanía Sauceda Polanco,6C,Profe Laura
358938,Magdalena Esther Bahena Dávila,6A,Profe Laura
352143,Rosa Hidalgo,6A,Profe Ana
516451,Gilberto Rivas,7B,Profe Juan
507153,Eric Solano Montero,7B,Profe Laura
989001,Teodoro Reina Venegas Páez,7A,Profe Juan
286300,Gregorio Elena Barrios,7C,Profe Carlos
662863,Sr(a). Marcela Méndez,6C,Profe Ana
157888,Salvador Zacarías Ávalos,6A,Profe Carlos
113542,Fabiola Óscar Reynoso,7A,Profe Laura
437327,Gabriela Leonardo Díaz Mejía,7A,Profe Laura
152894,Benito Cristal Raya,7A,Profe Juan
284828,Sr(a). Luz Paredes,7B,Profe Laura
905278,Guillermo Clemente Urías Aguirre,6B,Profe Carlos
110451,José Eduardo Dueñas Mercado,6A,Profe Laura
539213,Natividad María José Bernal,6B,Profe Ana
551763,Araceli Luis Miguel Curiel Solorzano,6A,Profe Ana
478006,Alonso Juana Santillán,6B,Profe Laura
818875,Antonia Barrios,7C,Profe Ana
336107,Marisol Abrego,7C,Profe Ana
422902,Silvano Ilse Naranjo,7A,Profe Juan
452576,Lic. Eduardo Espinosa,7C,Profe Ana
508395,Eugenio María Eugenia Cedillo Moreno,6C,Profe Laura
132076,Mtro. Eloisa Zambrano,6C,Profe Laura
685736,Genaro Olga Maestas,6A,Profe Laura
929337,Javier Mondragón Delgadillo,6A,Profe Carlos
512283,Cristobal Gollum Muñiz,6B,Profe Carlos
151532,Ing. Gregorio Bernal,6B,Profe Juan
407360,Gilberto Caldera Ocampo,6A,Profe Juan
755503,Estela Úrsula Balderas Arteaga,6A,Profe Ana
422263,Benjamín Gil Saldivar,7B,Profe Carlos
637760,Emilia Sanabria,7A,Profe Juan
381549,Zacarías Hernandes,6C,Profe Carlos
103384,Arturo David Becerra,6A,Profe Ana
455951,Isaac Montañez,6A,Profe Juan
663520,Alfredo Peña Gómez,6A,Profe Laura
371937,Sessa Alonzo,6C,Profe Ana
309905,Sr(a). Francisco Javier Gamboa,6C,Profe Carlos
790427,Zeferino Carlota Dávila,7A,Profe Ana
123721,Florencia Munguía,6A,Profe Ana
348371,Dr. Jacobo Sanabria,7A,Profe Juan
680391,Abelardo Padrón Abrego,6B,Profe Carlos
464410,Mtro. Claudia Gracia,6A,Profe Carlos
902794,Zoé Elias Mora Treviño,7B,Profe Juan
289810,Amador Laura Alcala,6C,Profe Laura
601544,Pilar Trinidad Saiz Casares,7C,Profe Juan
618411,Rolando Garica,6A,Profe Carlos
949433,Antonio Rosalia Raya,6A,Profe Laura
945909,Benito Bustos Jiménez,7C,Profe Laura
432434,Francisca Sessa Archuleta Salas,7C,Profe Ana
197748,Cornelio Arcelia Baeza,7C,Profe Juan
751331,Laura María Cristina Mascareñas Bonilla,6C,Profe Carlos
790551,Lic. José Luis Montenegro,6C,Profe Ana
380634,Abraham Zacarías Gamboa,7C,Profe Laura
915248,Paola Lozada,7A,Profe Laura
958666,Frida Laura Granado Pedraza,6A,Profe Laura
179495,Jorge Luis Alva González,7A,Profe Ana
420503,Augusto Zavala,6C,Profe Ana
241282,Cristina Bianca Alvarez Coronado,6C,Profe Carlos
686478,Ángela Lira Alonso,7C,Profe Juan
518094,Leonor Esperanza Duarte,6C,Profe Ana
229990,Mónica Alfonso Covarrubias Lerma,6A,Profe Carlos
222509,Alejandra Guzmán,7A,Profe Laura
646838,Alejandro Ángela Barraza,7C,Profe Laura
983493,Graciela Leyva,6A,Profe Laura
300130,Ricardo Villagómez,7B,Profe Laura
458968,Claudio José Emilio Matías,7B,Profe Carlos
806969,Natividad Fabiola Garza,6C,Profe Juan
900148,María Teresa Clara Munguía,7B,Profe Laura
170852,Alejandra Francisca Salazar Alva,6A,Profe Laura
506118,Dulce María Esteban Barraza Ozuna,6B,Profe Juan
472563,Sara Vanesa Nazario,7A,Profe Ana
764036,Raquel José Emilio Correa,6A,Profe Laura
429457,Sonia Débora Valdés Guerrero,6C,Profe Ana
901369,Virginia Sonia Pabón Narváez,6A,Profe Ana
607541,Claudio Marcos Monroy Orozco,7C,Profe Juan
278900,Ángela Lira Laureano,6A,Profe Carlos
685372,Dr. Pablo Jurado,7C,Profe Carlos
760639,Lic. Abraham Gálvez,7C,Profe Laura
849197,Clara Baeza,7B,Profe Carlos
917056,Humberto Mascareñas,6A,Profe Juan
495476,Ricardo Orosco Escobedo,7B,Profe Laura
535623,Jorge Becerra Corral,6B,Profe Laura
627651,Socorro Bernabé Sevilla,6B,Profe Ana
156671,Gonzalo Gallardo,7C,Profe Juan
843894,Graciela Jorge Mejía Molina,6A,Profe Laura
889517,María José Concepción Ochoa Rocha,6A,Profe Carlos
365555,Virginia Salas,7A,Profe Juan
342791,Mauricio Verduzco,6C,Profe Juan
224039,Homero Carvajal,6A,Profe Juan
720786,Alejandro Baca Pacheco,7A,Profe Ana
414686,Rufino Mateo Garrido Robles,6A,Profe Laura
664276,Wendolin Mitzy Acuña,6C,Profe Juan
847589,Dr. Daniel Morales,6B,Profe Carlos
674893,Darío Rentería,7A,Profe Carlos
930318,Elisa María Eugenia Olvera Quintana,6C,Profe Ana
553886,Esmeralda Gloria Heredia,7B,Profe Carlos
338269,Mitzy Cornelio Cisneros Zavala,7A,Profe Ana
864517,Mtro. Jos Sosa,6A,Profe Carlos
573277,Dr. Julia Marín,6A,Profe Laura
988934,Mtro. Sessa Solorio,6B,Profe Juan
388538,Emilia Vanegas,6B,Profe Carlos
339673,Sr(a). Hilda Terán,7C,Profe Juan
851342,Gustavo Benavídez Tapia,6A,Profe Juan
139522,Sandra Alfonso Ferrer,7C,Profe Carlos
191765,Rolando Hernán Ojeda,6C,Profe Carlos
135740,Raquel Rojo,6C,Profe Laura
809912,Omar Velázquez Prieto,6C,Profe Carlos
302071,Marcela María Elena Ponce,6C,Profe Carlos
929071,Micaela Rocío Solano,7C,Profe Laura
488429,Frida Ibarra,7B,Profe Carlos
823323,Humberto Arguello Rivero,7A,Profe Ana
674951,Alonso Isaac Saldaña,6B,Profe Ana
198140,Ana María Catalina Camacho,6C,Profe Carlos
692172,Amalia Arcelia Alba Quintana,6C,Profe Juan
379885,Leonel Casanova,6A,Profe Carlos
975584,Camilo Miramontes Covarrubias,6C,Profe Carlos
707723,Andrés Homero Esparza,7C,Profe Juan
667150,Mtro. María Eugenia Rubio,6A,Profe Ana
900383,Cristal Beatriz Olivas Navarro,6A,Profe Carlos
883669,María Cristina Carmona,7C,Profe Ana
260355,Camilo Eloy Quezada,7B,Profe Juan
808469,Fidel Arenas,7B,Profe Ana
840321,Juan Oswaldo Rodarte Muñoz,7A,Profe Ana
971175,Verónica Francisco Javier Sisneros Ornelas,7B,Profe Carlos
770429,Noemí Ana Gurule,7C,Profe Ana
313651,María Teresa María Eugenia Gaitán,7C,Profe Ana
714868,María Teresa Graciela Serrato Sevilla,7B,Profe Carlos
322866,Evelio Patricia Melgar,7C,Profe Carlos
718067,Beatriz Rubén Farías Naranjo,7C,Profe Carlos
129885,Sr(a). Georgina Villegas,6C,Profe Laura
244590,Ing. Adriana Ceja,7C,Profe Ana
139143,Porfirio Cardenas Rodríguez,6C,Profe Juan
587934,Isaac Vergara,7B,Profe Juan
843268,Lic. Homero Arreola,6A,Profe Carlos
969499,Tania Nevárez,6A,Profe Ana
302018,Ing. Raúl Alva,6A,Profe Laura
696652,Eric Reina Ramos Maya,6A,Profe Carlos
902156,Carolina Nayeli Carranza Elizondo,7B,Profe Ana
806797,Patricia Andrés Rael Alba,7B,Profe Laura
589352,Abraham de la O,6C,Profe Juan
521828,José Emilio Curiel Lozano,7B,Profe Juan
568163,Zoé Ramiro Carvajal Montalvo,7A,Profe Carlos
509458,Lorenzo Roldán Trejo,6A,Profe Carlos
859620,Isabela Correa,7A,Profe Carlos
838319,Raquel Madrid,6B,Profe Ana
929242,Martha Gálvez Treviño,7A,Profe Ana
407728,Dr. Cecilia de Jesús,7C,Profe Juan
390961,Abelardo Sauceda,6B,Profe Juan
545744,Rosa Teodoro Bueno Báez,7A,Profe Laura
705409,Pedro Jacobo Guevara,6A,Profe Juan
550630,Reina Montes Dávila,7C,Profe Carlos
959921,Leonor Ocampo,7A,Profe Laura
299515,Teodoro Miriam Leyva Muñoz,6C,Profe Ana
717304,Violeta Cisneros,7A,Profe Laura
229716,Aurora Beatriz Ceballos,6B,Profe Carlos
